prenom,frequence
NINA,0.0004615491697741014
MAX,0.00046051557024895585
ANTONIN,0.00045928229808827074
OLIVIA,0.0004588946982663412
ERWAN,0.00045871851652910047
AIME,0.00045655735388561424
CYRILLE,0.0004515303016496789
CHRISTOPHER,0.0004501443386500518
DIMITRI,0.0004490285209808606
KARIM,0.0004485704484640347
VICTORIA,0.0004466559402526855
MURIELLE,0.0004458807406088263
MATHIAS,0.0004452464863547597
MARIE-HÉLÈNE,0.00044265074209274636
GABIN,0.0004423688513131612
MAUD,0.00044019594322052555
MARYLINE,0.0004401607068730774
JEAN-YVES,0.0004400432523815836
ALEXIA,0.00043324263732409164
MARTIAL,0.00043132812911274244
LUCILE,0.00043106972923145605
RAYAN,0.0004297659843758747
THIBAUT,0.0004288615847913723
CLÉMENTINE,0.00042843874862199453
MANUEL,0.0004279336943085711
GERALDINE,0.0004243630777671591
MARIE-CLAIRE,0.0004215324245221581
JIMMY,0.0004193595164295225
OPHÉLIE,0.0004188544621160991
MARYVONNE,0.00041709264474369185
GUSTAVE,0.0004166698085743141
MARIE-LAURE,0.0004150841729391476
ADRIENNE,0.0004101041024998098
LISE,0.0004097752299236271
MARIE-JOSÉ,0.0004088708303391247
NOA,0.00040302159666273267
JOHAN,0.00040208196073078213
REINE,0.00040143596102756613
EMELINE,0.00039994428898559463
LOUNA,0.0003991338529942873
ANNETTE,0.0003936839645889742
STEVEN,0.0003910177476320646
DORIAN,0.00039003112990351654
MATTÉO,0.0003898197118188277
GERMAIN,0.0003857088046165441
MAEL,0.0003839000054475393
MORGAN,0.0003816096428634099
ANNE-SOPHIE,0.00038054080699081614
CHARLÈNE,0.00037926055303353354
MARLÈNE,0.00037792157183050404
GÉRALD,0.0003774752447628276
CHARLINE,0.0003773577902713337
JEAN-CHRISTOPHE,0.00037492648229741173
MARIE-PIERRE,0.0003723777198319959
AUDE,0.0003699111755106258
ALIX,0.0003687953578414345
LYDIA,0.000368748376044837
SOLÈNE,0.0003681611035873679
RAOUL,0.00036558885022365333
KATIA,0.00036422637812232506
LINDA,0.0003622883790126771
CARMEN,0.00036145445212307096
ALEX,0.000360655761580913
LIAM,0.00036064401613176365
MARJORIE,0.0003530682014304125
JULIENNE,0.0003529390014897693
FRANCE,0.0003522107836425076
NATACHA,0.00035057816621074356
LAURIE,0.0003494623485415523
ANITA,0.0003456333321188539
CLARISSE,0.0003416516248572135
BENEDICTE,0.0003411583159929395
BRICE,0.00033342981045264634
NOËLLE,0.00033139784774980334
GAEL,0.00033124515691086134
ALBERTINE,0.00033068137535169107
MAELYS,0.0003298709393603837
AIMÉE,0.0003284497400133085
MARIE-FRANÇOISE,0.0003282735582760678
INGRID,0.00032714599515772715
GEOFFREY,0.00032691108617473953
KYLIAN,0.00032615937742917913
BLANDINE,0.0003259127229970421
ESTEBAN,0.0003241743965229336
FATIMA,0.00032362236041291265
CATHY,0.0003204980709391772
YVAN,0.0003193117805750896
CLOTILDE,0.00031885370805826373
NORBERT,0.0003156472004404825
JOHANNA,0.00031510690977961097
JEREMIE,0.0003150834188813122
ALBAN,0.00031333334695805436
GRÉGOIRE,0.0003122292747380125
YASMINE,0.0003112191661111656
ARMELLE,0.00030957480323025224
LILIAN,0.0003084942219085091
DEBORAH,0.00030764854956975363
ALI,0.00030602767758713896
BARBARA,0.00030482964177390204
SARA,0.000303443678774275
MAGALIE,0.0003034201878759762
CARLA,0.000302797679071059
HUGUES,0.0003025980064355195
LORENZO,0.0003023396065542331
DANY,0.00030162313415612083
MATHYS,0.0003004838255886308
MÉLINA,0.0002982521902502483
JAMES,0.0002958208822763263
ABEL,0.0002946580828105375
LAURINE,0.0002944819010732968
KELLY,0.00029348353789559935
CLAUDIE,0.0002907585936929428
CONSTANCE,0.00029068812099804654
MAËL,0.0002898659395575898
EDDY,0.00028978372141354414
SOFIA,0.0002890202672188343
OLGA,0.0002884917220071122
RENAUD,0.00028728194074472584
YOHAN,0.00028690608637194564
MAELLE,0.0002867299046347049
AARON,0.000286424522956821
LÉONE,0.0002858724868468
MYLÈNE,0.0002851442689995384
SALOMÉ,0.00028445128749972484
LENNY,0.00028440430570312735
BRYAN,0.0002843690693556792
CASSANDRA,0.0002833707061779817
ROSELYNE,0.0002815384161106782
AXELLE,0.00028143270706833376
EMILIEN,0.0002805987801787277
HÉLOÏSE,0.0002797061260433747
LÉONTINE,0.00027869601741652784
TEDDY,0.00027637041848495026
SOFIANE,0.00027595932776472193
RODOLPHE,0.00027505492818021953
MARCEAU,0.0002746438374599912
MALIKA,0.00027416227404486655
TIMÉO,0.00027364547428229376
LOUANE,0.0002723769657741605
ELOISE,0.0002712376572066705
AMINE,0.0002692644217495744
VICTOIRE,0.00026904125821573615
PERRINE,0.0002680428950380387
YOHANN,0.0002677844951567523
EDEN,0.00026746736802971897
VIOLETTE,0.0002658699869454031
LEILA,0.0002655411143692204
LANA,0.00026482464197110815
CYNTHIA,0.0002639554787340539
JÉRÔME,0.0002636735879544687
NOE,0.000262452061242933
AYMERIC,0.000257988790566168
KILLIAN,0.0002563209367869558
STEVE,0.0002559920642107731
MILA,0.000255310828160109
CAPUCINE,0.00025527559181266085
CHRISTEL,0.0002547940283975362
OSCAR,0.0002545356285162498
LUNA,0.0002539013742621832
ROSALIE,0.00025181068431359325
SYLVIA,0.0002517049752712488
CANDICE,0.00025076533933929827
MARIE-NOËLLE,0.00024982570340734774
JUSTIN,0.0002491444673566836
EDWIGE,0.00024913272190753424
STANISLAS,0.00024745312267917266
COLINE,0.0002472534500436332
JASON,0.00024189752523151513
ANGE,0.00024118105283340286
FLORA,0.00024094614385041522
CLAUDIA,0.00024025316235060172
ANNE-LAURE,0.00023997127157101655
CHARLIE,0.0002396071626473857
TITOUAN,0.0002395601808507882
RUDY,0.0002389729083933191
CHARLY,0.000238784981206929
ELENA,0.00023876149030863024
AHMED,0.00023867927216458457
GWENDOLINE,0.00023798629066477104
ANTONIO,0.00023755170904624394
ALAN,0.00023689396389387854
NORA,0.00023657683676684525
DIANE,0.00023657683676684525
LOUISETTE,0.00023640065502960453
ELIOTT,0.00023630669143640947
GASPARD,0.0002355784735891478
ROMUALD,0.0002349324738859318
CÉCILIA,0.00023306494747118013
JEANNETTE,0.0002309155302768433
FLORIANE,0.0002306453849464075
MARIE-JEANNE,0.00023008160338723718
LILY,0.0002291772038027348
JACKIE,0.00022876611308250645
ROXANE,0.00022862516769271387
TIMOTHÉE,0.0002285312040995188
ANGELINA,0.00022765029541331518
JEAN-CHARLES,0.0002272626955913856
YASSINE,0.00022614687792219435
JOHANN,0.00022531295103258824
FAUSTINE,0.00022314004293995263
MARIE-PAULE,0.00022261149772823046
DÉSIRÉ,0.00022204771616906016
GWENAELLE,0.00022069698951688126
TIPHAINE,0.00022029764424580226
CÉDRIC,0.0002196281536442875
ANISSA,0.00021820695429721233
WILLY,0.0002181129907040173
PIERRICK,0.0002178545908227309
RACHID,0.00021783109992443213
ROSELINE,0.00021783109992443213
FLAVIE,0.0002175961909414445
AMAURY,0.00021628070063671375
ANNABELLE,0.00021496521033198302
RYAN,0.0002148360103913398
SANDY,0.0002127335749936005
FARID,0.00021191139355314378
TANGUY,0.00021172346636675368
ELEONORE,0.00021166473912100677
YOUSSEF,0.00021153553918036355
ESTHER,0.00021002037624009333
ANAELLE,0.00020956230372326745
KENZA,0.00020863441324046628
VICTORINE,0.00020829379521513424
EVELINE,0.00020827030431683547
ROSA,0.00020741288652893061
SAMANTHA,0.00020716623209679358
PEGGY,0.00020679037772401338
ANTONY,0.00020628532341058996
MIKAEL,0.00020507554214820365
ALLAN,0.00020487586951266416
MARINETTE,0.00020430034250434447
AUGUSTA,0.0002041593971145519
LOUISA,0.00020359561555538156
CORINE,0.0002017750709372274
DIEGO,0.00020044783518334729
MATÉO,0.00020010721715801522
ASTRID,0.00019951994470054614
SAMY,0.00019848634517540055
ILYES,0.0001978755818196327
NOÉ,0.00019765241828579444
STELLA,0.00019754670924345002
MARIELLE,0.00019701816403172785
MARIE-ANGE,0.0001968537277436365
ASSIA,0.00019663056420979826
GAUTHIER,0.00019549125564230821
JESSY,0.00019547951019315886
SAMIR,0.00019517412851527492
TIFFANY,0.00019472780144759843
ADOLPHE,0.00019455161971035768
FREDDY,0.00019445765611716265
JULIAN,0.0001943402016256688
MARIO,0.00019421100168502561
IBRAHIM,0.0001938351473122454
MALO,0.00019214380263473445
TIMEO,0.0001916035119738629
JÉRÉMY,0.0001908987850249
MARIE-LINE,0.0001905816578978667
NOÉMIE,0.00018966551286421493
YOAN,0.0001892309312456878
MARYLENE,0.00018913696765249276
FERDINAND,0.0001886671496865175
DOROTHEE,0.00018799765908500274
JORIS,0.0001879389318392558
RONAN,0.0001878802045935089
TATIANA,0.000186282823509193
ALISON,0.0001861066417719523
APOLLINE,0.00018584824189066588
LÉANE,0.00018577776919576959
BORIS,0.0001853196966789437
ANGÉLIQUE,0.0001821366799594613
ERNESTINE,0.00018203097091711685
LESLIE,0.00018095038959537374
JOHNNY,0.00018059802612089228
NASSIM,0.00018024566264641085
INAYA,0.00018017518995151456
NOAM,0.00017956442659574671
YACINE,0.00017923555401956403
EVE,0.00017900064503657639
AYOUB,0.00017808450000292463
MATTHIAS,0.00017784959101993698
ARSENE,0.00017671028245244696
YOUNES,0.0001764871189186087
THIBAUD,0.00017638140987626428
CONSTANT,0.00017541828304601498
SÉVERINE,0.00017487799238514342
SYLVETTE,0.00017480751969024713
JEAN-NOËL,0.00017460784705470764
SAMIA,0.00017443166531746693
BETTY,0.00017390312010574476
TIAGO,0.00017383264741084847
SASHA,0.000173480283936367
NINO,0.00017293999327549546
LÉANA,0.0001728460296823004
IDA,0.00017248192075866958
LUCA,0.00017198861189439554
HELENA,0.00017184766650460296
LILA,0.00017158926662331656
FLAVIEN,0.0001715540302758684
LORIS,0.0001714365757843746
LEOPOLD,0.00017141308488607585
RAFAEL,0.00017135435764032892
ACHILLE,0.0001713073758437314
THEOPHILE,0.00016926366769173898
SOPHIA,0.00016918144954769333
RUBEN,0.0001686763952342699
MAËLYS,0.0001670907595991034
MIGUEL,0.0001662450872603479
AYA,0.0001660571600739578
JOHN,0.00016590446923501584
YANNIS,0.00016542290581989118
ALEXANDRINE,0.00016494134240476656
AURELIA,0.0001646594516251814
JACK,0.00016449501533709004
ENORA,0.00016437756084559623
JOACHIM,0.00016313254323576176
KAREN,0.00016301508874426795
LAURIANE,0.00016281541610872847
LOGAN,0.00016236908904105197
YASMINA,0.00016149992580399773
KAMEL,0.0001611827986769644
KÉVIN,0.00016086567154993111
LINE,0.00015980858112648677
BILAL,0.0001593387631605115
HAMZA,0.00015930352681306335
NOLWENN,0.00015926829046561522
SAMI,0.00015879847249963995
PRISCILLA,0.0001584461090251585
MICKAËL,0.00015771789117789684
ALPHONSINE,0.00015687221883914135
WENDY,0.00015667254620360186
MAYA,0.00015659032805955618
LOAN,0.000156061782847834
ANGELINE,0.0001548520015854477
CHRISTÈLE,0.00015426472912797863
ISAAC,0.00015410029283988727
FLORINE,0.0001532663659502812
IRMA,0.0001532076387045343
ELIAS,0.00015299622061984541
KENZO,0.00015277305708600715
BASILE,0.00015238545726407757
WILFRIED,0.00015171596666256281
IRIS,0.0001516572394168159
STEPHAN,0.00015124614869658755
SAMIRA,0.00015103473061189868
ISMAEL,0.0001508937852221061
HORTENSE,0.0001507645852814629
NINON,0.00014897927701075687
ALIZÉE,0.00014893229521415936
LÉANDRE,0.00014861516808712606
JOCELYN,0.0001484507317990347
REBECCA,0.00014829804096009273
CLOE,0.00014812185922285202
MIA,0.00014708825969770643
PHILOMENE,0.00014701778700281013
MARIE-ROSE,0.00014677113257067313
PABLO,0.00014675938712152374
MARIE-MADELEINE,0.0001460194238251127
CASSANDRE,0.00014579626029127447
NABIL,0.00014565531490148188
AMINA,0.00014560833310488434
ILAN,0.00014550262406253992
ILONA,0.00014515026058805846
ANGELO,0.00014455124268144
MEGANE,0.00014450426088484248
GHISLAIN,0.0001436468430969376
GAËLLE,0.00014337669776650182
LOUKA,0.0001410980806315218
MARIE-ANNE,0.00014054604452150084
ANDY,0.00014054604452150084
NOUR,0.00014028764464021445
LEONARD,0.00014004099020807745
PASCALINE,0.00013959466314040093
EMY,0.00013947720864890712
FLORE,0.00013919531786932195
THEODORE,0.00013891342708973682
CELESTINE,0.0001384083727763134
AMEL,0.00013760968223415544
MOISE,0.00013750397319181102
MAXIMILIEN,0.00013742175504776534
EMMY,0.00013722208241222586
MARVIN,0.0001367405189971012
AMIR,0.0001364233918700679
HENRY,0.00013608277384473584
WALID,0.0001356599376753581
OCTAVE,0.00013562470132790993
LYNA,0.00013486124713320014
MALIK,0.00013483775623490137
FRANK,0.00013477902898915447
MARILYNE,0.0001347555380908557
GRÉGORY,0.00013368670221826197
IMANE,0.0001336632113199632
FELICIE,0.00013316990245568918
CYRIELLE,0.0001331464115573904
INES,0.00013312292065909164
ELINA,0.0001328997571252534
KARIMA,0.00013242993915927814
ZAKARIA,0.00013178393945606213
FIONA,0.0001316782304137177
AICHA,0.00013164299406626955
DALILA,0.00013120841244774244
WASSIM,0.00013118492154944367
EWEN,0.00013083255807496222
RAYANE,0.00013060939454112398
ARMANDE,0.00013045670370218201
GIOVANNI,0.000130210049270045
SAID,0.00013002212208365488
ROBERTE,0.00012952881321938087
BRANDON,0.00012917644974489941
NOELIE,0.00012737939602504403
MELVIN,0.00012732066877929713
NICOLLE,0.00012702703255056258
LILIA,0.00012676863266927618
AMÉLIA,0.000126639432728633
MARIETTE,0.0001265689600337367
CELESTIN,0.00012634579649989844
MELODIE,0.00012589946943222194
ROSE-MARIE,0.00012588772398307256
REJANE,0.00012581725128817627
DORIANE,0.00012430208834790602
CYPRIEN,0.00012420812475471098
CARLOS,0.00012396147032257395
KILIAN,0.00012363259774639127
UGO,0.00012350339780574807
GARANCE,0.00012331547061935797
JUDITH,0.00012312754343296787
ANA,0.00012273994361103826
OMAR,0.00012237583468740744
DOLORES,0.000122270125645063
LISON,0.00012204696211122476
BÉRÉNICE,0.00012191776217058155
HIPPOLYTE,0.00012145968965375567
GIULIA,0.00012141270785715814
ELIOT,0.00012135398061141123
MARIE-ODILE,0.00012120128977246928
MARIE-JOSEPHE,0.0001210603443826767
LOANE,0.00012044958102690885
MANEL,0.00012024990839136936
SELMA,0.00011960390868815337
CLOVIS,0.00011945121784921141
LYSIANE,0.00011889918173919047
ALYSSA,0.00011878172724769665
KARL,0.00011872300000194974
ARIANE,0.00011852332736641026
ALBANE,0.00011852332736641026
ROMY,0.00011838238197661767
ERIKA,0.00011819445479022757
SORAYA,0.00011775987317170045
ANTONIA,0.00011747798239211529
JOSHUA,0.00011744274604466714
STEEVE,0.00011738401879892024
CLAUDIUS,0.00011737227334977085
ABDELKADER,0.00011710212801933507
CHRYSTELLE,0.00011701990987528941
ADELAIDE,0.0001168907099346462
NAEL,0.0001167027827482561
